age,annual_income_inr,bank_balance_inr,education_level,purpose_of_visit,prior_approvals,english_level,legal_charges,visa_approved
33,1176200,1015100,masters,education,0,good,no,1
26,865400,696500,bachelors,medical,3,good,yes,0
36,2337100,1927800,bachelors,travel,1,basic,no,1
37,981700,316300,bachelors,education,0,fluent,no,1
66,1882400,505500,masters,travel,1,basic,no,1
37,1130200,206800,masters,travel,3,basic,no,1
73,623000,401500,bachelors,business,1,fluent,no,1
66,422500,359200,bachelors,business,8,good,no,1
74,863900,773500,bachelors,travel,0,good,no,0
24,174800,138000,bachelors,business,7,fluent,no,1
80,627700,485400,high_school,education,0,basic,no,0
56,1285400,693000,phd,education,0,basic,no,1
79,479400,234400,high_school,medical,10,good,no,1
40,513600,323700,high_school,business,4,fluent,no,1
78,380200,63500,bachelors,medical,3,basic,no,0
55,1157900,863500,high_school,business,4,good,no,1
22,448900,288700,high_school,travel,1,good,no,0
43,316600,87900,high_school,education,5,fluent,no,1
26,729100,457000,high_school,business,0,fluent,no,1
77,804000,482100,bachelors,business,5,good,no,1
37,798700,591800,masters,business,8,fluent,no,1
32,586100,456000,bachelors,travel,6,good,no,1
52,754200,256500,bachelors,education,4,good,no,1
44,1585900,1206600,bachelors,business,3,basic,no,1
24,979400,280700,bachelors,business,2,basic,no,1
69,742300,330800,bachelors,travel,1,fluent,no,1
71,1209000,628100,bachelors,business,6,good,no,1
64,768100,578900,bachelors,education,3,good,no,1
56,943500,779200,bachelors,medical,1,good,no,1
43,587200,95700,high_school,education,5,good,no,1
52,1345400,945700,masters,medical,0,fluent,no,1
50,846500,684100,phd,travel,5,good,no,1
28,519800,450000,masters,education,5,basic,no,1
23,889800,312200,high_school,business,0,fluent,no,1
33,2225500,622500,masters,business,0,fluent,no,1
46,415000,217500,bachelors,education,4,good,no,1
28,596400,492500,high_school,business,0,fluent,no,1
24,844300,326500,phd,medical,10,good,no,1
71,1581100,836100,masters,education,0,good,no,1
41,618900,554900,high_school,medical,0,fluent,no,0
54,6737900,3315200,phd,travel,0,good,no,1
51,457800,284400,high_school,travel,5,good,no,1
64,1762000,1580000,bachelors,education,3,basic,no,1
64,1327800,564900,high_school,business,6,good,no,1
36,724700,257000,high_school,travel,8,good,no,1
71,1103000,399300,phd,education,3,good,no,1
41,797000,488400,bachelors,medical,0,good,no,0
70,760800,207000,bachelors,education,0,fluent,no,0
43,1814100,496000,masters,business,6,good,no,1
24,601900,207700,masters,travel,0,good,no,0
65,989200,549700,phd,travel,7,fluent,no,1
19,925400,724700,phd,business,6,fluent,no,1
66,418200,228700,phd,travel,3,fluent,no,1
20,1213300,894200,bachelors,business,3,fluent,no,1
31,1357400,1178500,bachelors,business,8,basic,no,1
56,762500,537600,phd,travel,5,good,no,1
77,952200,601900,high_school,business,4,fluent,yes,0
43,226200,35300,high_school,travel,1,good,no,0
25,766500,372800,bachelors,business,2,good,no,1
32,705800,247800,bachelors,education,1,fluent,no,1
74,793900,424200,bachelors,business,8,good,no,1
63,1130900,976300,phd,medical,3,basic,no,1
24,725100,283000,bachelors,business,5,good,no,1
42,611200,165400,bachelors,travel,0,good,no,1
34,712600,548300,bachelors,travel,6,good,no,1
29,2058600,1838200,masters,business,1,good,no,1
71,393100,288900,high_school,travel,4,fluent,no,0
56,1868100,474100,high_school,education,0,good,no,1
29,533500,300400,bachelors,medical,7,good,no,1
58,863300,391800,bachelors,travel,3,fluent,no,1
44,1035700,647400,bachelors,business,2,fluent,no,1
21,644400,419800,bachelors,education,1,good,no,0
46,1155800,873000,high_school,travel,1,basic,no,1
29,1312800,433300,masters,business,1,fluent,no,1
33,675900,590400,bachelors,education,0,fluent,no,1
73,1608300,500200,bachelors,travel,2,good,yes,0
62,556400,135200,masters,education,2,good,no,1
26,712700,550000,masters,travel,1,good,no,1
71,736300,366300,high_school,travel,4,good,no,0
54,1511500,782500,masters,business,1,fluent,no,1
73,645300,251100,high_school,education,0,fluent,no,0
65,503900,93100,high_school,business,6,fluent,no,1
39,847000,250000,masters,education,1,fluent,no,1
51,1006800,726100,high_school,education,3,fluent,no,1
51,863400,274800,bachelors,education,7,fluent,no,1
63,602000,538500,masters,business,5,fluent,no,1
33,583200,431400,masters,business,2,good,no,1
38,2484400,1953800,phd,travel,2,good,no,1
33,655100,527300,masters,travel,6,good,no,1
36,878900,605700,bachelors,medical,6,good,no,1
28,1590400,794600,bachelors,travel,0,basic,no,1
20,1019300,853900,bachelors,medical,3,good,no,1
77,641200,301300,masters,business,6,fluent,no,1
22,432700,96000,bachelors,travel,5,basic,no,0
73,1511200,902700,high_school,business,0,good,no,1
18,304800,69900,high_school,education,1,good,no,0
66,717500,460300,masters,business,2,fluent,no,1
38,663200,595600,high_school,business,0,fluent,no,1
50,670700,440300,bachelors,education,4,good,no,1
35,1333600,410600,masters,travel,2,good,no,1
48,433900,109900,masters,business,0,fluent,no,1
46,673800,281200,bachelors,business,1,fluent,yes,0
51,784400,203400,high_school,travel,6,fluent,yes,0
42,1571800,907400,phd,travel,6,basic,no,1
51,552200,407200,bachelors,business,5,basic,no,1
70,431300,277600,bachelors,travel,7,good,no,1
45,1215500,745000,phd,business,8,good,no,1
40,262500,125100,high_school,travel,2,good,no,0
26,1533100,428600,bachelors,travel,0,fluent,no,1
40,589200,370200,high_school,business,5,basic,no,1
25,368300,171100,high_school,business,3,good,no,1
29,423600,160600,bachelors,business,1,fluent,no,1
77,686700,442600,masters,business,9,fluent,no,1
23,320400,139000,bachelors,travel,1,good,no,0
48,1276900,352700,masters,medical,7,basic,no,1
70,625400,320600,masters,education,3,good,no,1
78,1211800,444600,masters,travel,0,good,no,0
27,726300,508500,high_school,travel,6,fluent,no,1
28,1654600,306600,masters,travel,5,good,no,1
41,620600,490000,high_school,education,3,good,no,1
52,1806100,895800,masters,business,3,fluent,no,1
78,1621500,262600,bachelors,business,0,fluent,no,1
31,1121100,280300,masters,travel,0,basic,no,1
28,643800,553100,high_school,business,0,fluent,yes,0
33,556700,307700,bachelors,travel,0,fluent,no,1
73,313900,228000,high_school,medical,1,good,no,0
19,1093800,888300,high_school,medical,2,basic,no,0
41,1055600,411900,bachelors,business,0,fluent,no,1
25,1103800,618300,bachelors,travel,2,basic,no,1
27,702800,448200,masters,travel,0,good,no,1
75,2376000,1856100,masters,travel,0,good,no,1
18,667100,310200,bachelors,travel,8,basic,no,1
38,625800,540600,masters,business,10,good,no,1
75,709500,429500,masters,education,5,fluent,no,1
56,2564600,2065500,phd,medical,0,basic,no,1
22,293300,62300,high_school,education,4,fluent,no,0
47,500500,249000,bachelors,education,0,fluent,no,1
79,4789600,1362100,masters,travel,2,good,no,1
43,906700,756100,high_school,travel,7,basic,no,1
51,505500,164900,bachelors,business,1,good,yes,0
51,417300,285700,bachelors,travel,7,basic,no,1
59,301500,59400,bachelors,business,4,fluent,no,1
29,798000,239900,bachelors,education,1,fluent,no,1
70,1451600,566000,masters,travel,0,fluent,yes,0
80,1744200,1284400,bachelors,travel,5,basic,yes,0
26,343200,116100,masters,travel,2,basic,no,0
69,364900,278300,bachelors,medical,0,basic,no,0
69,910800,675300,masters,business,0,fluent,no,1
64,4506400,4029400,masters,business,8,good,no,1
41,879600,578600,high_school,business,0,good,no,1
47,663300,416600,high_school,education,8,good,no,1
70,385700,231900,bachelors,medical,4,good,no,0
27,336800,78200,phd,business,1,good,no,1
70,772800,413400,bachelors,medical,1,good,no,0
76,511600,403500,high_school,business,5,basic,no,0
60,466400,77300,high_school,travel,1,basic,no,0
39,438300,107400,high_school,business,0,basic,no,1
53,501300,301000,bachelors,travel,0,good,yes,0
21,568100,446100,masters,education,6,fluent,no,1
76,1624500,618100,bachelors,travel,4,good,yes,0
39,597300,480000,masters,business,2,fluent,no,1
21,464200,187100,high_school,education,0,good,yes,0
68,740400,369500,bachelors,medical,2,good,no,0
59,1434400,1240400,masters,travel,5,fluent,no,1
57,608800,282000,masters,travel,0,good,no,1
21,1665600,998700,masters,education,10,fluent,no,1
65,550000,468400,bachelors,business,6,fluent,no,1
58,692100,241000,bachelors,medical,1,good,yes,0
67,2401200,525700,masters,business,6,good,no,1
70,317100,275400,high_school,education,4,good,no,0
31,1446000,824000,masters,business,3,fluent,no,1
31,1314600,1149500,bachelors,business,0,fluent,no,1
76,640800,512700,high_school,travel,7,fluent,no,1
51,911800,543400,masters,travel,2,good,no,1
45,3131200,1576600,masters,medical,5,fluent,no,1
36,965300,492500,masters,medical,0,fluent,no,1
58,1088200,298700,masters,business,1,fluent,yes,0
65,628700,308200,bachelors,business,8,basic,no,1
18,822100,630000,bachelors,travel,2,basic,no,0
52,1836600,1637500,phd,travel,0,basic,no,1
80,464400,404100,high_school,travel,6,basic,no,0
35,237200,206800,bachelors,medical,0,fluent,no,0
35,1433500,235500,phd,education,6,good,no,1
73,298600,160300,high_school,business,7,fluent,no,1
21,1625300,487700,phd,travel,0,good,no,1
43,756000,462300,bachelors,travel,3,good,no,1
46,1633900,1404100,masters,travel,9,basic,no,1
68,449000,362600,bachelors,business,8,fluent,no,1
26,724600,579600,masters,travel,2,good,no,1
45,806700,342300,masters,travel,4,good,no,1
27,239100,125700,high_school,business,3,good,no,0
67,1394100,503900,bachelors,education,0,fluent,no,1
57,442000,249900,phd,travel,3,basic,no,1
49,1976200,746100,phd,travel,1,good,no,1
42,1364900,1032600,phd,travel,1,good,no,1
27,678100,337900,bachelors,medical,1,basic,no,0
76,914600,617600,bachelors,business,6,fluent,no,1
58,901000,724900,bachelors,business,0,good,no,1
38,607000,227500,bachelors,travel,0,fluent,no,1
44,891300,549500,bachelors,travel,0,fluent,no,1
63,807900,633700,high_school,business,0,good,no,1
63,321400,277400,high_school,education,9,good,no,1
47,915200,249200,bachelors,business,1,basic,no,1
37,178400,117900,bachelors,business,0,fluent,no,1
59,261800,124700,bachelors,travel,8,good,no,1
59,737100,268400,high_school,education,0,basic,no,0
55,773000,207400,masters,medical,2,good,no,1
22,675900,398100,phd,education,5,basic,no,1
47,734800,294300,bachelors,travel,5,good,no,1
56,869200,565800,phd,education,0,good,no,1
77,564700,203700,masters,education,4,basic,no,0
51,219400,33000,high_school,business,3,fluent,no,1
39,183000,132800,high_school,travel,4,basic,no,0
53,811300,219900,high_school,education,0,good,no,0
29,428300,145400,high_school,travel,5,good,no,1
23,1289400,421000,bachelors,education,2,fluent,no,1
60,596300,242500,bachelors,travel,4,good,no,1
80,1313700,675300,phd,travel,8,fluent,no,1
71,706100,536200,bachelors,business,6,good,no,1
54,775200,494300,bachelors,education,5,fluent,no,1
20,1137500,295200,phd,medical,0,basic,no,0
80,845800,243400,phd,business,0,fluent,no,1
46,494600,388400,masters,travel,3,basic,no,1
36,1482400,500100,masters,business,0,fluent,yes,0
74,2596300,815300,phd,business,4,fluent,no,1
65,1884300,287700,bachelors,medical,4,good,no,1
65,717500,524200,masters,travel,2,good,no,1
35,361000,254100,high_school,travel,0,good,no,0
80,557700,229100,bachelors,business,6,good,no,1
46,686800,106800,bachelors,medical,3,good,no,1
51,525000,388100,high_school,business,2,fluent,no,1
65,312100,70100,high_school,education,2,good,no,0
59,239500,118600,high_school,business,0,basic,no,0
28,777600,606600,bachelors,business,4,fluent,no,1
37,80000,26700,high_school,education,0,basic,no,0
40,715800,311200,bachelors,business,3,fluent,no,1
77,578500,373500,masters,education,0,basic,no,0
63,1161900,760900,bachelors,business,0,basic,no,1
41,1730600,860200,masters,education,0,basic,no,1
64,974000,463000,high_school,education,0,good,no,0
64,803900,373500,masters,education,7,good,no,1
42,289400,148900,high_school,business,5,fluent,yes,0
43,483300,198100,bachelors,education,0,fluent,no,1
74,886200,303400,bachelors,medical,0,good,no,0
53,437100,169200,phd,business,5,basic,no,1
27,2325900,1182300,phd,business,0,basic,no,1
63,810900,354000,masters,education,2,good,no,1
55,1280700,754500,masters,business,0,fluent,no,1
50,284000,177000,bachelors,education,3,good,no,1
63,584500,524400,masters,education,10,good,no,1
75,189400,115800,high_school,business,0,fluent,no,0
38,1326600,929900,bachelors,travel,8,basic,no,1
44,989600,221200,phd,travel,6,good,no,1
29,1479700,1065900,phd,travel,9,basic,no,1
58,783400,416500,bachelors,medical,5,good,no,1
43,699200,559300,high_school,business,6,good,no,1
39,448800,394100,high_school,travel,3,good,no,1
61,676400,218300,bachelors,education,6,basic,no,1
43,513800,434900,high_school,business,0,fluent,no,1
47,945600,618200,bachelors,education,4,basic,no,1
45,685300,482700,high_school,business,3,fluent,no,1
34,2536500,1279100,high_school,travel,0,basic,no,1
25,1907600,793700,bachelors,business,0,basic,no,1
70,365700,274300,masters,education,0,fluent,no,1
23,699300,116400,bachelors,education,1,basic,no,0
38,605100,336100,bachelors,education,0,good,no,1
60,1966700,403900,masters,medical,0,fluent,no,1
26,817600,278800,masters,education,0,fluent,no,1
59,976600,677700,bachelors,education,3,fluent,no,1
64,269000,192600,masters,travel,0,basic,no,0
59,329100,268800,bachelors,medical,0,good,no,0
37,2391000,1641600,bachelors,travel,1,fluent,no,1
19,777700,510200,bachelors,medical,1,basic,no,0
73,624100,536000,phd,business,0,fluent,no,1
38,1235200,683100,phd,travel,10,basic,no,1
68,545000,349000,masters,education,1,fluent,no,1
30,924800,740800,phd,business,0,fluent,no,1
28,243100,175700,high_school,business,2,good,no,1
67,630300,458500,masters,medical,6,good,yes,0
77,429800,237500,high_school,travel,2,basic,no,0
72,1401200,764900,bachelors,business,0,good,no,1
65,976500,621600,bachelors,travel,2,good,no,1
33,1381900,933300,masters,travel,2,good,yes,0
75,959000,536600,masters,travel,1,good,no,1
60,1529400,442100,masters,medical,9,basic,no,1
28,467900,157400,bachelors,medical,10,good,no,1
26,722300,375500,phd,education,2,good,yes,0
72,1217100,368800,masters,education,0,basic,no,0
35,834200,390100,masters,travel,2,fluent,no,1
66,536300,139600,high_school,medical,8,good,no,1
26,691200,179500,bachelors,business,7,fluent,no,1
35,1938000,1516300,masters,business,0,fluent,no,1
35,2216000,1233600,phd,medical,0,basic,no,1
35,382900,281600,high_school,medical,0,fluent,no,0
60,287400,45600,bachelors,travel,5,good,no,1
75,511500,186300,bachelors,education,2,good,no,0
75,461900,75400,bachelors,travel,1,basic,no,0
64,1536900,234400,masters,travel,1,basic,no,1
30,896500,156000,high_school,business,0,good,no,1
78,429100,232200,bachelors,business,7,basic,no,0
52,642300,140100,masters,travel,1,basic,no,1
52,335400,251100,bachelors,travel,0,good,no,0
62,581800,312500,high_school,travel,4,good,no,1
66,738100,246500,bachelors,business,3,good,yes,0
78,1167600,909600,bachelors,medical,4,good,no,1
54,1420600,756100,phd,travel,6,fluent,no,1
56,1360500,562000,masters,medical,0,good,yes,0
64,462800,266600,phd,business,0,fluent,no,1
34,382900,250600,high_school,travel,0,good,no,0
37,1639100,932800,masters,education,4,good,no,1
57,562600,478000,bachelors,travel,8,good,yes,0
22,397400,165100,masters,business,1,fluent,no,1
38,1179800,539700,bachelors,business,5,fluent,no,1
63,393400,312400,high_school,business,4,fluent,no,1
79,969400,608900,high_school,travel,9,fluent,no,1
50,962900,842200,masters,travel,2,basic,no,1
43,835100,621400,masters,business,0,good,no,1
45,1143700,611500,high_school,travel,5,good,no,1
61,369500,231300,bachelors,business,5,basic,no,1
52,2140600,973000,masters,travel,4,good,no,1
19,532200,130800,bachelors,education,6,fluent,no,1
51,827200,376700,bachelors,business,1,fluent,no,1
43,1069100,386100,masters,business,4,good,no,1
62,598100,393900,bachelors,business,0,fluent,no,1
73,639600,417000,masters,business,1,basic,no,1
78,793600,677000,masters,travel,0,fluent,no,0
56,556700,116700,masters,business,0,basic,no,1
40,1589700,795900,high_school,business,0,fluent,no,1
45,829500,372400,phd,medical,4,good,no,1
29,1431000,780700,bachelors,medical,6,good,yes,0
76,1711200,410100,masters,business,1,fluent,no,1
71,1187500,615800,masters,travel,1,basic,no,0
71,902700,580200,masters,travel,0,good,yes,0
38,841600,324300,bachelors,education,1,fluent,no,1
38,740200,472100,high_school,education,0,fluent,no,1
71,799500,279200,bachelors,business,3,good,no,1
52,319600,136500,bachelors,business,7,fluent,no,1
62,198800,165100,high_school,travel,2,fluent,no,0
48,1239200,209200,high_school,medical,4,fluent,no,1
45,253700,90000,phd,medical,4,good,no,1
57,842500,717600,bachelors,business,0,basic,no,1
69,664800,173000,bachelors,travel,1,fluent,no,1
39,826500,370300,bachelors,business,0,good,no,1
68,404100,198200,bachelors,education,1,good,no,0
33,917400,586700,bachelors,medical,7,good,no,1
43,1089400,663300,masters,travel,2,basic,no,1
75,3453900,2141700,bachelors,business,2,fluent,no,1
78,580400,496400,high_school,travel,0,basic,no,0
76,1588000,706000,bachelors,travel,1,good,no,0
37,237000,122600,high_school,education,8,fluent,no,1
71,1704600,1488100,masters,travel,1,fluent,no,1
76,612000,150600,high_school,medical,4,fluent,no,0
79,626800,539800,high_school,business,0,fluent,no,1
19,884200,761500,bachelors,business,0,good,no,1
64,1381200,1194900,high_school,travel,1,fluent,no,1
80,870500,174300,bachelors,business,7,fluent,no,1
66,491500,286600,bachelors,business,0,fluent,no,1
32,770200,599700,phd,education,4,good,no,1
